<<<<<<< HEAD
﻿番号,施設名,住所,電話番号,営業時間,料金,泉質,泉人優待,アクセス,施設サイト
195,123,鹿児島,阿久根温泉：きみよし温泉,https://maps.app.goo.gl/exYtKqFyuWWoMyiC6,鹿児島県阿久根市大丸60,0996-72-1174,14：00～19：00（最終受付18:30）不定休,中学生以上400円小学生170円未就学児100円（2024.3現在）,塩化物泉,入浴料無料（本人のみ1回）,肥薩おれんじ鉄道阿久根駅からタクシーで約5分。港入口バス停から徒歩1分。,https://www.kagoshima-kankou.com/guide/53245/,https://www.88onsen.com/spot/detail/hid/195,,,,107
196,2,福岡,甘木温泉：天然温泉　卑弥呼ロマンの湯,https://maps.app.goo.gl/Lr52fnaJiK7GSbFG6,福岡県朝倉市甘木198-1,0946-21-8800,9:00〜22：00（入浴10:00～21:50、最終受付21:30）休日：月曜休（祝日の場合は営業）12/29～1/1,大人(中学生以上)530円こども(小学生)200円小学生未満 無料65才以上420円（2024.03現在）,単純温泉,,甘木鉄道甘木駅から徒歩約12分または西鉄甘木駅から徒歩約10分,http://himiko-romannoyu.com/,https://www.88onsen.com/spot/detail/hid/196,,,,108
200,104,宮崎,加久藤温泉：加久藤温泉,https://maps.app.goo.gl/CQ988purTzBWYqPm6,えびの市大字西長江浦152,0984-35-1230,15：00〜21：00（最終受付20：00）※夏場の午前中入浴は電話で問合せください不定休,大人350円こども130円　幼児60円※お食事2300円(税別)以上注文で入浴無料,単純温泉,宿泊料1割引（電話予約に限る、本人のみ1回）,JRえびの駅からタクシーで約3分,https://peraichi.com/landing_pages/view/kakuto,https://www.88onsen.com/spot/detail/hid/200,,,,109
201,35,熊本,大阿蘇　火の山温泉：どんどこ湯,https://maps.app.goo.gl/b41pfNuvvfMPhkiX7,阿蘇郡南阿蘇村下野135-1,0967-35-1726,11:00～22:00（最終受付21:00）不定休駐車場：普通車150台、大型4台（2024.3現在）,大人630円 こども（3才～小学生）320円（2024.3現在）,硫酸塩泉,,JR赤水駅から徒歩約15分,https://www.dondoko.arden-aso.jp/,https://www.88onsen.com/spot/detail/hid/201,,,,110
202,36,熊本,垂玉温泉：瀧日和,https://maps.app.goo.gl/41thxeSosQ2zztiQ8,阿蘇郡南阿蘇村河陽2331,0967-67-0006,10:00～19:00（最終受付18：00）水曜休、第2・第4木曜休駐車場：普通車20台、大型1台,"大人1,000円 特日1,200円小学生500円 特日600円未就学児(3才～)300円 特日400円上記は4/16からの新料金。特日：GW,お盆、紅葉シーズン、年末年始等（2024.3現在）",単純温泉,大人入浴料半額（本人のみ1回）,JR立野駅から車で約15分,https://tarutama.jp,https://www.88onsen.com/spot/detail/hid/202,,,,111
203,74,大分,湯平温泉：旅館 山城屋,https://maps.app.goo.gl/sANGc5TBRCeQDqfA7,由布市湯布院町湯平309番地1,0977-86-2462,10:00～16:00不定休(要問い合わせ)駐車場：普通車8台,"貸切湯のみ1,000円～2,000円（2024.3現在）",塩化物泉,入浴料500円引（本人のみ1回）,JR湯平駅から車で約10分,https://e-yamashiroya.jp,https://www.88onsen.com/spot/detail/hid/203,,,,112
204,88,大分,天ヶ瀬温泉：瀬音・湯音の宿　浮羽,https://maps.app.goo.gl/1XheRFNon1FKJ5Ej7,日田市天瀬町赤岩３-５,0973-57-3171,11:30～16:00（最終受付 15：00）不定休鍵付きロッカー（優良）あり駐車場：普通車20台、大型4台,大人800円こども（4才～12才）400円（2024.3現在）,炭酸水素塩泉,,JR天ケ瀬駅から徒歩約10分天ヶ瀬高塚ICから車で約20分,https://www.ukiha.co.jp/ukiha,https://www.88onsen.com/spot/detail/hid/204,,,,113
205,99,宮崎,曽山寺温泉：ほのかの湯 加江田店,https://maps.app.goo.gl/5EWGJvu2N8THhoLUA,宮崎市加江田3729-1,0985-66-0591,10:00～23:00（最終受付22:00）※土日祝は9：00から無休駐車場：有,"家族風呂(各1時間)スタンダードルーム 2,200円セミプレミアムルーム 2,750円プレミアムルーム3,300円（2024.3現在）",硫黄泉,入浴料半額（本人のみ１回）,JR曽山寺駅から車で約10分,http://honokanoyu.com/,https://www.88onsen.com/spot/detail/hid/205,,,,114
206,121,鹿児島,吉松温泉：前田温泉,https://maps.app.goo.gl/3gr3dy6eTWuzFcYv5,姶良郡湧水町鶴丸1281-2,なし,8:00～20:00無休駐車場：有,大人200円 こども（6才～12才）100円6才未満50円（2024.3現在）,単純温泉,,JR吉松駅から車で約3分,,https://www.88onsen.com/spot/detail/hid/206,,,,115
207,130,鹿児島,滝の湯：滝乃湯,https://maps.app.goo.gl/LNPAmsKatvwsfHZ99,姶良市蒲生町白男1477,090-4983-2055,24時間（無人）無休駐車場：有,大人200円 小学生以下無料（2024.3現在）,炭酸水素塩泉,,JR帖佐駅から車で約25分,,https://www.88onsen.com/spot/detail/hid/207,,,,116
208,52,熊本,湯の鶴温泉：喜久屋旅館,https://maps.app.goo.gl/Xs8zKLx3LosZFBBdA,水俣市湯出1402,0966-68-0211,8:30～21:00不定休駐車場：普通車10台,"大人300円 こども（6才～12才）200円家族湯1,000円(1時間)（2024.3現在）",単純温泉,入浴料無料（本人のみ1回）,JR新水俣駅から車で約15分水俣ICから車で約15分,https://www.city.minamata.lg.jp/kiji003681/index.html,https://www.88onsen.com/spot/detail/hid/208,,,,117
209,61,熊本,人吉温泉：相良路の湯 おおが,https://maps.app.goo.gl/HPgvjo7w1EoixMsv7,人吉市灰久保町22-3,0966-22-3601,24時間（10:30～12:00除く）無休駐車場：普通車20台、大型2台鍵付きロッカー（無料）あり,大人350円 こども（3才～小学生）150円（2024.3現在）,硫酸塩泉,,JR人吉駅から徒歩約15分人吉ICから車で約8分,https://yado.ohga-hitoyoshi.com/onsen.html,https://www.88onsen.com/spot/detail/hid/209,,,,118
214,59,熊本,湯の児温泉：中村温泉,https://maps.app.goo.gl/BJ9p5cMrNco8xJRb8,熊本県水俣市大迫湯の児1213,0966-63-2278  (要事前予約),10：00～20：00不定休・駐車場あり,"1室1,000円(1時間・5人まで）（2024.3現在）",炭酸水素塩泉,大人入浴料半額（本人のみ１回）,JR新水俣駅から車で約10分,,https://www.88onsen.com/spot/detail/hid/214,,,,119
215,76,大分,あたみ温泉：あたみ温泉,https://maps.app.goo.gl/ordq848jMkMnVNs17,大分県大分市末広町1-3-4,097-532-4324,15:00～20:00定休日：火曜休・駐車場２台,料金　大人　　　430円小学生　　160円未就学児　 80円（2024.3現在）,炭酸水素塩泉,大人入浴料80円引き（本人のみ１回）,JR大分駅から徒歩約３分,https://www.visit-oita.jp/spots/detail/6134,https://www.88onsen.com/spot/detail/hid/215,,,,120
216,73,大分,府内温泉：府内温泉,https://maps.app.goo.gl/mpMyuPHHqQx1M24N6,大分県大分市府内町3丁目3-8府内トレス1F,097-537-2500,14:00〜23:00 (最終受付 22:30)火曜休・鍵付きロッカーあり・駐車場85台,"大人 640円こども（小学生以下）400円家族風呂 3,000円（2024.3現在）",炭酸水素塩泉,,JR大分駅から徒歩約8分※駐車場（82台）サービスあり(利用者は「府内トレスパーキング」1時間無料),https://funaionsen.com/,https://www.88onsen.com/spot/detail/hid/216,,,,121
217,141,鹿児島,テイエム牧場温泉：テイエム牧場温泉,https://maps.app.goo.gl/LnFhR3pRyX1mw8Rg9,鹿児島県垂水市新城4453-1,0994-35-3520,13：00～18:00木曜日(祝日の場合は翌金曜)・鍵付きロッカーあり・駐車場２０台,大人500円こども(1～6才)250円（2024.3現在）,炭酸水素塩泉,,まさかりバス停から徒歩約3分,https://www.kagoshima-kankou.com/guide/53248/,https://www.88onsen.com/spot/detail/hid/217,,,,122
218,6,福岡,吉井温泉：ニュー筑水荘,https://maps.app.goo.gl/gcmv7nPQFZF3Cnxb9,うきは市吉井町千年596,0943-74-5555,13：00～20：00不定休,大人  700円 ※交通安全協会カード提示で200円引きこども（7才～13才）350円,炭酸水素塩泉,大人入浴料200円引き(本人のみ1回),ＪＲ吉井駅からタクシーで約７分,https://chikusuisou.com/,https://www.88onsen.com/spot/detail/hid/218,,,,123
219,38,熊本,湯本温泉：奥壱岐の千年湯　平山旅館,https://maps.app.goo.gl/cfCmB8ATbAcFec8HA,壱岐市勝本町立石西触77,0920-43-0016,8：00～17：00（最終受付16：00）19：00～21：00（最終受付20：00）不定休,"大人 800円　小学生 300円　乳幼児 150円家族風呂 3,000円（60分）",塩化物泉,,郷ノ浦本町からバスで約27分国民宿舎前下車、徒歩1分,https://iki.co.jp/onsen.php,https://www.88onsen.com/spot/detail/hid/219,,,,124
220,34,熊本,阿蘇内牧温泉：雲海薬師温泉,https://maps.app.goo.gl/LbrDoH9TgD5JUgECA,阿蘇市内牧39,0967-32-0116,10：00～21：00無休,大人 300円こども(1才～12才) 100円,硫酸塩泉,,JR阿蘇駅から車で約15分,https://www.unkaiyakushi-onsen.com/,https://www.88onsen.com/spot/detail/hid/220,,,,125
221,50,熊本,宝田温泉：たからの湯,https://maps.app.goo.gl/aWZD9TP7NEk1wMBh9,熊本市北区植木町平井1641,096-273-5558,5：00～22：00（家族湯 6：00～）不定休(年2回休み有),"大人 400円こども 200円マイナスイオンの家族湯 平日1,500円 土日祝日2,000円(60分)（2024年4月）",炭酸水素塩泉,,ＪＲ植木駅からタクシーで約20分植木ＩＣから車で約10分,https://takara-yu.com/,https://www.88onsen.com/spot/detail/hid/221,,,,126
222,85,大分,九酔渓温泉：渓谷の宿　二匹の鬼,https://maps.app.goo.gl/ANdngY4b8wkc5JCH6,玖珠郡九重町田野947-5,0973-79-2144,11：00～15：00不定休,"(6才以上) 200円家族風呂 1,000円(60分)",炭酸水素塩泉,露天風呂無料(冬季閉鎖)か、家族風呂半額(本人のみ1回),JR豊後中村駅からタクシーで約15分,https://kyusuikei.com/nihikinooni/onsen/,https://www.88onsen.com/spot/detail/hid/222,,,,127
223,95,大分,法華院温泉：法華院温泉山荘,https://maps.app.goo.gl/gibR5aEHoPtMEJ669,竹田市久住町大字有氏1783,090-4980-2810,11：00～20：00（最終受付19：30）無休,大人･こども 500円,硫酸塩泉,大人入浴料半額(本人のみ1回),JR豊後中村駅からタクシーで約30分後くじゅう登山口バス停から徒歩約120分,http://hokkein.co.jp/,https://www.88onsen.com/spot/detail/hid/223,,,,128
224,94,大分,南郷温泉：南郷温泉どんタロの湯,https://maps.app.goo.gl/GWvGLr7FggXVJuhM6,東臼杵郡美郷町南郷神門１５１－１,0982-59-0100,10：00～20：00木曜休(祝日の場合は翌日休),"大人 520円　中学生 320円こども(4才～小学生) 210円貸切湯1,000円(60分)",炭酸水素塩泉,大人入浴料半額(本人のみ1回),JR日向市駅からタクシーで約50分,http://www.nango-spa.co.jp/index.html,https://www.88onsen.com/spot/detail/hid/224,,,,129
227,4,福岡,林田温泉：ゆのやまの湯,https://maps.app.goo.gl/bpp4T1ANt7N2iijF8,福岡県朝倉市杷木林田１１３２,090-1192-6841,13：00～20：00（最終受付19：00）木曜休,中学生以上600円小学生300円,単純温泉,,JR筑後大石駅からタクシーで約10分,https://www.facebook.com/yunoyama/,https://www.88onsen.com/spot/detail/hid/227,,,,130
228,31,長崎,龍神温泉：かやぜの湯,https://maps.app.goo.gl/wukGskR2JFJZGjqv9,大村市田下町17-3,0957-47-8245,10:30～22:00火・木曜休(祝日は営業),大人(中学生以上)800円、子供(小学生)400円4～5才300円、3才以下100円【御湯印帳提示で】天然水が無料で汲めます(ペットボトル持参),炭酸水素塩泉,入湯券1枚サービス(本人のみ1回),JR新大村駅からタクシーで約3分,http://ilabo.style.coocan.jp/kayazenoyu/index.html,https://www.88onsen.com/spot/detail/hid/228,,,,131
229,79,大分,別府温泉：永石温泉,https://maps.app.goo.gl/e3PJrYgBDLEAsqP57,別府市南町2-2,0977-26-5789,6：30～14：00、15：00～22：30第2火曜休(祝日の場合は変更あり),大人(中学生以上)200円小学生100円、小学生未満は無料,単純温泉,,JR別府駅から徒歩約5分別府駅西口からバスで約6分「永石温泉前」下車すぐ,https://www.city.beppu.oita.jp/sisetu/shieionsen/detail3.html,https://www.88onsen.com/spot/detail/hid/229,,,,132
230,82,大分,天ヶ瀬温泉：みはらしの宿ふろんでん,https://maps.app.goo.gl/uHAk4pN3scofKYn9A,日田市天瀬町赤岩108-1,0973-57-8511,12：00～15：00(最終受付14：00)不定休,大人1500円こども(4才～11才)1000円※バスタオル、フェイスタオル、館内着等はオプション（別途有料）（2024.07現在）,塩化物泉,入浴料大人もこどもも半額（本人のみ1回）,JR天ヶ瀬駅から徒歩約19分,https://fronden.jp/,https://www.88onsen.com/spot/detail/hid/230,,,,133
231,100,宮崎,さいと温泉：さいと温泉,https://maps.app.goo.gl/J3qYqs8mMtPTMHe56,西都市調殿1355-1,0983-43-1000,10：00～22：00水曜休,大人600円、こども(小学生)300円貸切湯2000円(3時間),炭酸水素塩泉,,宮崎交通　山角バス停から徒歩約3分,http://www.kk-plum.co.jp/saito/index.html,https://www.88onsen.com/spot/detail/hid/231,,,,134
232,111,宮崎,ひなもり温泉：こばやし温泉美人の湯,https://maps.app.goo.gl/2quRZEK4jxpboAiL8,小林市堤4380番地,0984-22-3333,11：00～21：00(最終受付20：30)第4月曜休,大人500円こども(3才～小学生)300円,炭酸水素塩泉,入浴料大人200円引き、こども無料（本人のみ1回）,JR小林駅からタクシーで約25分,https://bijinnoyu.tokiwa-kai.or.jp/info/s_bijin,https://www.88onsen.com/spot/detail/hid/232,,,,135
233,125,鹿児島,入来温泉：百薬の名湯 諏訪温泉,https://maps.app.goo.gl/RMUaRX9mmh9qH5KC6,薩摩川内市入来町浦之名8920,0996-44-3472,6：00～21：30不定休,大人400円　こども(小学生)140円未就学児80円,塩化物泉,,JRバス入来町バス停から徒歩約18分,https://suwanoyu.co.jp/onsen.html,https://www.88onsen.com/spot/detail/hid/233,,,,136
234,131,鹿児島,宮之城温泉：さがら温泉,https://maps.app.goo.gl/qMUw91BFiKcfEVBVA,薩摩郡さつま町湯田1366-39,0996-55-9528,7：00～21：301/1休,100円(4才以上),硫黄泉,,JR川内駅からタクシーで約30分,https://www.kanko-satsuma.jp/spa/sagara-onsen/,https://www.88onsen.com/spot/detail/hid/234,,,,137
235,126,鹿児島,十三奉行温泉：十三奉行（じゅさぶろ）温泉,https://maps.app.goo.gl/VrNVwEUqRdiZWgWa7,出水市野田町下名4974,0996-84-2488,10:00～21:00第2･4水曜休,大人400円　こども(3才～6才)50円（2024.04現在）,塩化物泉,オリジナルタオル(平日10～16時のみ、本人のみ1回),肥薩おれんじ鉄道 野田郷駅から徒歩約20分,https://www.izumi-navi.jp/spots/post-1004/,https://www.88onsen.com/spot/detail/hid/235,,,,138
236,135,鹿児島,指宿温泉：砂むし会館「砂楽」,https://maps.app.goo.gl/UPz1d9WfHcc9CdMw6,指宿市湯の浜５丁目２５−１８,0993-23-3900,8:30～20:30※平日は12:00～13:00受付休止無休(7･12月メンテナンス時･荒天時休),大人(中学生以上)1100円子供(2～12才)600円,塩化物泉,,JR指宿駅から徒歩約20分,http://ibusuki-saraku.jp/sunamushi/,https://www.88onsen.com/spot/detail/hid/236,,,,139
237,138,鹿児島,種子島温泉：赤尾木の湯,https://maps.app.goo.gl/t4N73eAyaxB5VxAj9,西之表市西町78,0997-22-1555,6：00～23：00（最終受付22：30）無休,大人(中学生以上)800円(1日券1000円)こども(3才以上)400円(1日券500円),炭酸水素塩泉,,西之表港から徒歩約5分,https://araki-hotel.co.jp/onsen.html#s01,https://www.88onsen.com/spot/detail/hid/237,,,,140
番号,,県,施設名,,住所,電話番号,営業時間,料金,泉質,泉人優待,アクセス,施設サイト,温泉道サイト,,,,141
>>>>>>> 4ade272 (Temporary commit for branch switch)
